uniprot_acc,organism,mlo,rol,db,hgnc_id,gene_name,approved_name,gene_id
Q13535,Homo sapiens," nuclear speckle,  nucleolus,  pml nuclear body, dna damage foci, nucleolus","regulator, component","drllps, phasepdb_ht",HGNC:882,ATR,ATR serine/threonine kinase,545.0
Q13541,Homo sapiens," stress granule, centrosome/spindle pole body",regulator,drllps,HGNC:3288,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,1978.0
Q13542,Homo sapiens,droplet,regulator,drllps,HGNC:3289,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2,1979.0
Q13547,Homo sapiens," centrosome/spindle pole body,  nucleolus, dna damage foci, nucleolus","component, client","drllps, phasepdb_ht",HGNC:4852,HDAC1,histone deacetylase 1,3065.0
Q13554,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:1461,CAMK2B,calcium/calmodulin dependent protein kinase II beta,816.0
Q13555,Homo sapiens," centrosome/spindle pole body,  postsynaptic density, droplet, null_phasepdb_ht",regulator,"drllps, phasepdb_ht",HGNC:1463,CAMK2G,calcium/calmodulin dependent protein kinase II gamma,818.0
Q13557,Homo sapiens,postsynaptic density,client,drllps,HGNC:1462,CAMK2D,calcium/calmodulin dependent protein kinase II delta,817.0
Q13561,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2712,DCTN2,dynactin subunit 2,10540.0
Q13573,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:16696,SNW1,SNW domain containing 1,22938.0
Q13574,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:2857,DGKZ,diacylglycerol kinase zeta,8525.0
Q13596,Homo sapiens,postsynaptic density,client,drllps,HGNC:11172,SNX1,sorting nexin 1,6642.0
Q13601,Homo sapiens," others, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:5176,KRR1,KRR1 small subunit processome component homolog,11103.0
Q13608,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8859,PEX6,peroxisomal biogenesis factor 6,5190.0
Q13610,Homo sapiens," stress granule, nucleolus","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:17015,PWP1,"PWP1 homolog, endonuclein",11137.0
Q13618,Homo sapiens,nucleolus,client,drllps,HGNC:2553,CUL3,cullin 3,8452.0
Q13620,Homo sapiens,nucleolus,client,drllps,HGNC:2555,CUL4B,cullin 4B,8450.0
Q13627,Homo sapiens,"droplet, nuclear speckle, nucleus speckles, null_phasepdb_ht, transcription factories","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepdb_uniprot, phasepro",HGNC:3091,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A,1859.0
Q13642,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:3702,FHL1,four and a half LIM domains 1,2273.0
Q13671,Homo sapiens,postsynaptic density,client,drllps,HGNC:18749,RIN1,Ras and Rab interactor 1,9610.0
Q13705,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:174,ACVR2B,activin A receptor type 2B,93.0
Q13724,Homo sapiens,postsynaptic density,client,drllps,HGNC:24862,MOGS,mannosyl-oligosaccharide glucosidase,7841.0
Q13733,Homo sapiens,postsynaptic density,client,drllps,HGNC:14073,ATP1A4,ATPase Na+/K+ transporting subunit alpha 4,480.0
Q13761,Homo sapiens,"centrosome/spindle pole body, paraspeckle","component, client","drllps, phasepdb_rev",HGNC:10473,RUNX3,RUNX family transcription factor 3,864.0
Q13772,Homo sapiens,spindle apparatus,client,drllps,HGNC:7671,NCOA4,nuclear receptor coactivator 4,8031.0
Q13813,Homo sapiens," postsynaptic density, p-body","component, client","drllps, phasepdb_ht",HGNC:11273,SPTAN1,"spectrin alpha, non-erythrocytic 1",6709.0
Q13823,Homo sapiens," nucleolus, droplet, nucleolus","driver, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:29925,GNL2,G protein nucleolar 2,29889.0
Q13825,Homo sapiens,postsynaptic density,client,drllps,HGNC:890,AUH,AU RNA binding methylglutaconyl-CoA hydratase,549.0
Q13835,Homo sapiens,"null_phasepdb_ht, stress granule","regulator, client","drllps, phasepdb_ht",HGNC:9023,PKP1,plakophilin 1,5317.0
Q13838,Homo sapiens," nucleolus,  stress granule, nuclear speckle, nucleolus","component, client","drllps, phasepdb_ht",HGNC:13917,DDX39B,DExD-box helicase 39B,7919.0
Q13868,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:17097,EXOSC2,exosome component 2,23404.0
Q13882,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9617,PTK6,protein tyrosine kinase 6,5753.0
Q13884,Homo sapiens,postsynaptic density,client,drllps,HGNC:11168,SNTB1,syntrophin beta 1,6641.0
Q13885,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:12412,TUBB2A,tubulin beta 2A class IIa,7280.0
Q13888,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:4656,GTF2H2,general transcription factor IIH subunit 2,2966.0
Q13895,Homo sapiens,"nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:1157,BYSL,bystin like,705.0
Q13901,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:29911,C1D,C1D nuclear receptor corepressor,10438.0
Q13905,Homo sapiens,nuclear speckle,client,drllps,HGNC:4568,RAPGEF1,Rap guanine nucleotide exchange factor 1,2889.0
Q13946,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:8791,PDE7A,phosphodiesterase 7A,5150.0
Q13951,Homo sapiens,stress granule,client,drllps,HGNC:1539,CBFB,core-binding factor subunit beta,865.0
Q13956,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8790,PDE6H,phosphodiesterase 6H,5149.0
Q14004,Homo sapiens,"nucleolus, nucleus speckles, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:1733,CDK13,cyclin dependent kinase 13,8621.0
Q14008,Homo sapiens," centrosome/spindle pole body,  postsynaptic density, nucleolus",client,drllps,HGNC:28959,CKAP5,cytoskeleton associated protein 5,9793.0
Q14011,Homo sapiens," cajal body,  nucleolus,  stress granule, droplet, null_phasepdb_rev, paraspeckle, stress granule","driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:1982,CIRBP,cold inducible RNA binding protein,1153.0
Q14012,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:1459,CAMK1,calcium/calmodulin dependent protein kinase I,8536.0
Q14055,Homo sapiens,p-body,regulator,drllps,HGNC:2218,COL9A2,collagen type IX alpha 2 chain,1298.0
Q14088,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:9773,RAB33A,"RAB33A, member RAS oncogene family",9363.0
Q14103,Homo sapiens," nucleolus,  ribonucleoprotein complex,  sam68 nuclear bodies (snbs),  sam68 nuclear body,  stress granule, droplet, nuclear body, null_phasepdb_rev, rnp granules","driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepro",HGNC:5036,HNRNPD,heterogeneous nuclear ribonucleoprotein D,3184.0
Q14137,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:15519,BOP1,BOP1 ribosomal biogenesis factor,23246.0
Q14139,Homo sapiens,postsynaptic density,client,drllps,HGNC:12499,UBE4A,ubiquitination factor E4A,9354.0
Q14141,Homo sapiens,postsynaptic density,client,drllps,HGNC:15848,SEPTIN6,septin 6,23157.0
Q14145,Homo sapiens," others, null_phasepdb_rev, stress granule","regulator, component","drllps, phasepdb_rev",HGNC:23177,KEAP1,kelch like ECH associated protein 1,9817.0
Q14146,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:28967,URB2,URB2 ribosome biogenesis homolog,9816.0
Q14149,Homo sapiens,"morc3-nbs, null_phasepdb_ht, pml body, pml nuclear body","regulator, driver, component","drllps, phasepdb_ht, phasepdb_uniprot, phasepro",HGNC:23572,MORC3,MORC family CW-type zinc finger 3,23515.0
Q14151,Homo sapiens," stress granule, p-body, sam68 nuclear bodies, stress granule","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:21605,SAFB2,scaffold attachment factor B2,9667.0
Q14152,Homo sapiens,stress granule,"regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:3271,EIF3A,eukaryotic translation initiation factor 3 subunit A,8661.0
Q14153,Homo sapiens,paraspeckle,"component, client","drllps, phasepdb_ht",HGNC:28968,FAM53B,family with sequence similarity 53 member B,9679.0
Q14155,Homo sapiens,postsynaptic density,client,drllps,HGNC:15607,ARHGEF7,Rho guanine nucleotide exchange factor 7,8874.0
Q14156,Homo sapiens,postsynaptic density,client,drllps,HGNC:28970,EFR3A,EFR3 homolog A,23167.0
Q14157,Homo sapiens," stress granule, p-body, paraspeckle, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:29877,UBAP2L,ubiquitin associated protein 2 like,9898.0
Q14160,Homo sapiens,postsynaptic density,client,drllps,HGNC:30377,SCRIB,scribble planar cell polarity protein,23513.0
Q14164,Homo sapiens,"null_phasepdb_ht, pml body","regulator, component","phasepdb_ht, phasepdb_uniprot",HGNC:14552,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,9641.0
Q14168,Homo sapiens,postsynaptic density,client,drllps,HGNC:7220,MPP2,membrane palmitoylated protein 2,4355.0
Q14185,Homo sapiens,postsynaptic density,client,drllps,HGNC:2987,DOCK1,dedicator of cytokinesis 1,1793.0
Q14190,Homo sapiens,pcg body,client,drllps,HGNC:10883,SIM2,SIM bHLH transcription factor 2,6493.0
Q14191,Homo sapiens," centrosome/spindle pole body,  pml nuclear body, nucleolus, null_phasepdb_ht, pml body","regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:12791,WRN,WRN RecQ like helicase,7486.0
Q14192,Homo sapiens,stress granule,client,drllps,HGNC:3703,FHL2,four and a half LIM domains 2,2274.0
Q14194,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2365,CRMP1,collapsin response mediator protein 1,1400.0
Q14195,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:3015,DPYSL3,dihydropyrimidinase like 3,1809.0
Q14201,Homo sapiens," stress granule, p-body","component, client","drllps, phasepdb_ht",HGNC:1132,BTG3,BTG anti-proliferation factor 3,10950.0
Q14203,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2711,DCTN1,dynactin subunit 1,1639.0
Q14204,Homo sapiens," centrosome/spindle pole body,  postsynaptic density,  stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:2961,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,1778.0
Q14207,Homo sapiens," histone locus body, cajal body, histone locus body","regulator, component","drllps, phasepdb_rev",HGNC:7896,NPAT,"nuclear protein, coactivator of histone transcription",4863.0
Q14232,Homo sapiens,stress granule,regulator,drllps,HGNC:3257,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha,1967.0
Q14240,Homo sapiens," postsynaptic density, stress granule","regulator, component","drllps, phasepdb_ht",HGNC:3284,EIF4A2,eukaryotic translation initiation factor 4A2,1974.0
Q14241,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11620,ELOA,elongin A,6924.0
Q14247,Homo sapiens," stress granule, centrosome/spindle pole body, stress granule","component, client","drllps, phasepdb_ht",HGNC:3338,CTTN,cortactin,2017.0
Q14254,Homo sapiens,postsynaptic density,client,drllps,HGNC:3758,FLOT2,flotillin 2,2319.0
Q14258,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:12932,TRIM25,tripartite motif containing 25,7706.0
Q14289,Homo sapiens," postsynaptic density, centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9612,PTK2B,protein tyrosine kinase 2 beta,2185.0
Q14296,Homo sapiens," mitochondrial rna granule, null_phasepdb_ht, stress granule","regulator, client","drllps, phasepdb_ht",HGNC:24676,FASTK,Fas activated serine/threonine kinase,10922.0
Q14315,Homo sapiens,nucleolus,client,drllps,HGNC:3756,FLNC,filamin C,2318.0
Q14318,Homo sapiens,postsynaptic density,client,drllps,HGNC:3724,FKBP8,FKBP prolyl isomerase 8,23770.0
Q14320,Homo sapiens,nucleolus,client,drllps,HGNC:18786,FAM50A,family with sequence similarity 50 member A,9130.0
Q14331,Homo sapiens,"cajal body, nucleolus","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:3954,FRG1,FSHD region gene 1,2483.0
Q14332,Homo sapiens,stress granule,regulator,drllps,HGNC:4040,FZD2,frizzled class receptor 2,2535.0
Q14344,Homo sapiens,postsynaptic density,client,drllps,HGNC:4381,GNA13,G protein subunit alpha 13,10672.0
Q14410,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:4291,GK2,glycerol kinase 2,2712.0
Q14416,Homo sapiens,postsynaptic density,client,drllps,HGNC:4594,GRM2,glutamate metabotropic receptor 2,2912.0
Q14432,Homo sapiens,"null_phasepdb_ht, receptor cluster",regulator,"drllps, phasepdb_ht",HGNC:8778,PDE3A,phosphodiesterase 3A,5139.0
Q14444,Homo sapiens," p-body,  stress granule, neuronal granule, null_phasepdb_ht, stress granule","regulator, component","drllps, phasepdb_ht",HGNC:6743,CAPRIN1,cell cycle associated protein 1,4076.0
Q14451,Homo sapiens,"null_phasepdb_ht, stress granule","regulator, client","drllps, phasepdb_ht",HGNC:4567,GRB7,growth factor receptor bound protein 7,2886.0
Q14493,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:10904,SLBP,stem-loop binding protein,7884.0
Q14498,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:15923,RBM39,RNA binding motif protein 39,9584.0
Q14511,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:7733,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",4739.0
Q14527,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11099,HLTF,helicase like transcription factor,6596.0
Q14562,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:2749,DHX8,DEAH-box helicase 8,1659.0
Q14566,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:6949,MCM6,minichromosome maintenance complex component 6,4175.0
Q14576,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:3314,ELAVL3,ELAV like RNA binding protein 3,1995.0
Q14596,Homo sapiens,"droplet, null_phasepdb_rev","regulator, component","drllps, phasepdb_rev",HGNC:6746,NBR1,NBR1 autophagy cargo receptor,4077.0
Q14642,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6076,INPP5A,inositol polyphosphate-5-phosphatase A,3632.0
Q14671,Homo sapiens," stress granule, null_phasepdb_ht, p-body, stress granule","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14957,PUM1,pumilio RNA binding family member 1,9698.0
Q14674,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:16856,ESPL1,"extra spindle pole bodies like 1, separase",9700.0
Q14676,Homo sapiens," opt domain, dna damage foci, null_phasepdb_rev","regulator, component","drllps, phasepdb_rev",HGNC:21163,MDC1,mediator of DNA damage checkpoint 1,9656.0
Q14677,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:23186,CLINT1,clathrin interactor 1,9685.0
Q14683,Homo sapiens," centrosome/spindle pole body,  p-body, nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht",HGNC:11111,SMC1A,structural maintenance of chromosomes 1A,8243.0
Q14684,Homo sapiens,"nucleolus, p-body","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:23818,RRP1B,ribosomal RNA processing 1B,23076.0
Q14687,Homo sapiens,others,client,drllps,HGNC:28979,GSE1,Gse1 coiled-coil protein,23199.0
Q14690,Homo sapiens,"nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:13408,PDCD11,programmed cell death 11,22984.0
Q14692,Homo sapiens,"nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht",HGNC:23505,BMS1,BMS1 ribosome biogenesis factor,9790.0
Q14694,Homo sapiens," stress granule, p-body, stress granule","regulator, component","drllps, phasepdb_ht",HGNC:12608,USP10,ubiquitin specific peptidase 10,9100.0
Q14697,Homo sapiens,nucleolus,client,drllps,HGNC:4138,GANAB,glucosidase II alpha subunit,23193.0
Q14699,Homo sapiens,postsynaptic density,client,drllps,HGNC:30278,RFTN1,"raftlin, lipid raft linker 1",23180.0
Q14738,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:9312,PPP2R5D,protein phosphatase 2 regulatory subunit B'delta,5528.0
Q14739,Homo sapiens," stress granule, droplet",regulator,drllps,HGNC:6518,LBR,lamin B receptor,3930.0
Q14764,Homo sapiens,"nuclear pore complex, postsynaptic density","component, client","drllps, phasepdb_uniprot",HGNC:7531,MVP,major vault protein,9961.0
Q14781,Homo sapiens," euchromatin,  heterochromatin,  pcg body,  pcg chromatin condensates, droplet, pcg protein complex, polycomb bodies, polycomb body","driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepro",HGNC:1552,CBX2,chromobox 2,84733.0
Q14789,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:4429,GOLGB1,golgin B1,2804.0
Q14839,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:1919,CHD4,chromodomain helicase DNA binding protein 4,1108.0
Q14847,Homo sapiens," postsynaptic density, stress granule","component, client","drllps, phasepdb_ht",HGNC:6513,LASP1,LIM and SH3 protein 1,3927.0
Q14894,Homo sapiens,postsynaptic density,client,drllps,HGNC:2418,CRYM,crystallin mu,1428.0
Q14957,Homo sapiens,p-body,regulator,drllps,HGNC:4587,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,2905.0
Q14966,Homo sapiens," stress granule, nucleolus, nucleus speckles","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:17894,ZNF638,zinc finger protein 638,27332.0
Q14974,Homo sapiens," centrosome/spindle pole body,  nucleolus,  pml nuclear body,  postsynaptic density,  stress granule, droplet, stress granule","driver, component","drllps, phasepdb_rev",HGNC:6400,KPNB1,karyopherin subunit beta 1,3837.0
Q14978,Homo sapiens," nucleolus,  stress granule, cajal body, nucleolus, null_phasepdb_ht, stress granule","regulator, component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:15608,NOLC1,nucleolar and coiled-body phosphoprotein 1,9221.0
Q14980,Homo sapiens," centrosome/spindle pole body,  p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:8059,NUMA1,nuclear mitotic apparatus protein 1,4926.0
Q14982,Homo sapiens,postsynaptic density,client,drllps,HGNC:8143,OPCML,opioid binding protein/cell adhesion molecule like,4978.0
Q14C86,Homo sapiens,postsynaptic density,client,drllps,HGNC:23375,GAPVD1,GTPase activating protein and VPS9 domains 1,26130.0
Q15004,Homo sapiens," stress granule, centrosome/spindle pole body, stress granule","component, client","drllps, phasepdb_ht",HGNC:28961,PCLAF,PCNA clamp associated factor,9768.0
Q15005,Homo sapiens," stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:28962,SPCS2,signal peptidase complex subunit 2,9789.0
Q15006,Homo sapiens,postsynaptic density,client,drllps,HGNC:28963,EMC2,ER membrane protein complex subunit 2,9694.0
Q15007,Homo sapiens,"nucleus speckles, null_phasepdb_ht","regulator, component","phasepdb_ht, phasepdb_uniprot",HGNC:16846,WTAP,WT1 associated protein,9589.0
