uniprot,pfam_acc,start,end,domain
A2RTX5,PF07973,328,377,tRNA_SAD
Q9P0K1,PF07974,679,711,EGF_2
P05556,PF07974,599,630,EGF_2
P24821,PF07974,377,403,EGF_2
P24821,PF07974,470,496,EGF_2
P24821,PF07974,532,558,EGF_2
P24821,PF07974,221,247,EGF_2
Q92752,PF07974,297,323,EGF_2
P16144,PF07974,543,573,EGF_2
P22105,PF07974,621,647,EGF_2
P22105,PF07974,187,213,EGF_2
Q13888,PF07975,344,387,C1_4
Q9BPW8,PF07978,185,282,NIPSNAP
O75323,PF07978,187,284,NIPSNAP
Q9NVR7,PF07986,329,446,TBCC
Q15814,PF07986,203,321,TBCC
P10242,PF07988,267,313,LMSTEN
Q5VU43,PF07989,5,76,Cnn_1N
Q96SN8,PF07989,59,131,Cnn_1N
Q96K12,PF07993,15,285,NAD_binding_4
Q9NPH2,PF07994,59,491,NAD_binding_5
Q6UWX4,PF07995,216,552,GSDH
O75592,PF08005,1235,1385,PHR
O75592,PF08005,1726,1883,PHR
Q9H6W3,PF08007,215,557,Cupin_4
Q8IUF8,PF08007,51,364,Cupin_4
Q9P0L9,PF08016,145,567,PKD_channel
P98161,PF08016,3711,4113,PKD_channel
Q8TDD5,PF08016,363,508,PKD_channel
Q9NPH5,PF08022,306,417,FAD_binding_8
Q9NPH5,PF08030,423,561,NAD_binding_6
Q6IN84,PF08032,51,129,SpoU_sub_bind
Q15436,PF08033,401,504,Sec23_BS
Q15437,PF08033,403,506,Sec23_BS
O95486,PF08033,744,828,Sec23_BS
P53992,PF08033,748,832,Sec23_BS
P56378,PF08039,1,58,Mit_proteolip
Q702N8,PF08043,507,522,Xin
Q702N8,PF08043,545,560,Xin
Q702N8,PF08043,151,166,Xin
Q702N8,PF08043,589,604,Xin
Q702N8,PF08043,302,317,Xin
Q702N8,PF08043,376,391,Xin
Q702N8,PF08043,89,104,Xin
Q702N8,PF08043,186,201,Xin
Q702N8,PF08043,266,279,Xin
Q5T124,PF08059,235,306,SEP
Q9UNZ2,PF08059,184,258,SEP
P17844,PF08061,498,532,P68HR
P17844,PF08061,551,583,P68HR
P46087,PF08062,683,705,P120R
P46087,PF08062,749,768,P120R
P46087,PF08062,623,644,P120R
P09874,PF08063,280,331,PADR1
Q13535,PF08064,1122,1223,UME
P46013,PF08065,1001,1112,KI67R
P46013,PF08065,1975,2086,KI67R
P46013,PF08065,1123,1234,KI67R
P46013,PF08065,1367,1477,KI67R
P46013,PF08065,1245,1356,KI67R
P46013,PF08065,1609,1720,KI67R
P46013,PF08065,2215,2326,KI67R
P46013,PF08065,2097,2204,KI67R
P46013,PF08065,2336,2447,KI67R
P46013,PF08065,1488,1597,KI67R
P46013,PF08065,2458,2569,KI67R
P46013,PF08065,1852,1964,KI67R
P46013,PF08065,2819,2928,KI67R
P46013,PF08065,1731,1842,KI67R
P46013,PF08065,2700,2806,KI67R
P46013,PF08065,2580,2688,KI67R
Q01780,PF08066,44,133,PMC2NT
Q5T6W2,PF08067,1,43,ROKNT
P61978,PF08067,1,43,ROKNT
O60832,PF08068,49,106,DKCLD
P62279,PF08069,1,60,Ribosomal_S13_N
P62277,PF08069,1,60,Ribosomal_S13_N
Q02880,PF08070,1508,1610,DTHCT
P11388,PF08070,1431,1522,DTHCT
P62704,PF08071,3,39,RS4NT
P62701,PF08071,3,39,RS4NT
P54132,PF08072,372,411,BDHCT
F5GWX5,PF08073,157,210,CHDNT
Q8TDI0,PF08073,146,200,CHDNT
Q14839,PF08073,164,217,CHDNT
Q12873,PF08073,148,201,CHDNT
Q8TDI0,PF08074,1732,1878,CHDCT2
F5GWX5,PF08074,1718,1864,CHDCT2
Q14839,PF08074,1725,1871,CHDCT2
Q12873,PF08074,1736,1882,CHDCT2
Q15233,PF08075,221,272,NOPS
P23246,PF08075,444,495,NOPS
Q8WXF1,PF08075,229,280,NOPS
P18124,PF08079,14,85,Ribosomal_L30_N
Q6DKI1,PF08079,21,92,Ribosomal_L30_N
P31943,PF08080,255,290,zf-RNPHF
P55795,PF08080,255,290,zf-RNPHF
P52597,PF08080,255,290,zf-RNPHF
P38159,PF08081,173,217,RBM1CTR
Q96E39,PF08081,173,217,RBM1CTR
Q6P2Q9,PF08082,58,209,PRO8NT
Q6P2Q9,PF08083,395,801,PROCN
Q6P2Q9,PF08084,2212,2333,PROCT
P07858,PF08127,26,65,Propeptide_C1
Q14692,PF08142,231,316,AARP2CN
Q2NL82,PF08142,228,308,AARP2CN
Q14103,PF08143,1,78,CBFNT
D6RBZ0,PF08143,1,70,CBFNT
Q99729,PF08143,1,69,CBFNT
D6R9P3,PF08143,1,70,CBFNT
D6RD18,PF08143,1,70,CBFNT
Q15397,PF08144,434,574,CPL
Q14137,PF08145,144,402,BOP1NT
Q9H583,PF08146,1859,2011,BP28CT
Q8TDD1,PF08147,714,774,DBP10CT
Q15477,PF08148,1071,1240,DSHCT
P42285,PF08148,867,1037,DSHCT
O15213,PF08149,440,517,BING4CT
Q9BQ39,PF08152,571,665,GUCT
Q9NR30,PF08152,620,715,GUCT
Q13823,PF08153,43,174,NGP1NT
Q9GZL7,PF08154,4,70,NLE
Q9NVX2,PF08154,17,77,NLE
Q9BZE4,PF08155,395,446,NOGCT
Q9Y2X3,PF08156,2,66,NOP5NT
O00567,PF08156,5,70,NOP5NT
Q9UMY1,PF08157,172,234,NUC129
Q9NVU7,PF08158,62,113,NUC130_3NT
Q9H501,PF08159,759,787,NUC153
Q9BSC4,PF08159,482,509,NUC153
Q5JTH9,PF08161,470,672,NUC173
P78527,PF08163,1816,2202,NUC194
Q9NY61,PF08164,464,548,TRAUB
Q8IZL8,PF08166,423,489,NUC202
Q8IZL8,PF08166,569,642,NUC202
Q8IZL8,PF08167,54,231,RIX1
Q9H8H0,PF08168,200,243,NUC205
Q99575,PF08170,617,708,POPLD
Q9NQW6,PF08174,800,953,Anillin
P42166,PF08198,2,49,Thymopoietin
P42167,PF08198,2,49,Thymopoietin
Q9H410,PF08202,78,354,MIS13
Q15109,PF08205,124,219,C2-set_2
P50895,PF08205,150,248,C2-set_2
P20916,PF08205,141,226,C2-set_2
Q92692,PF08205,159,249,C2-set_2
O60500,PF08205,138,228,C2-set_2
O60500,PF08205,344,428,C2-set_2
O60500,PF08205,242,328,C2-set_2
O60500,PF08205,548,634,C2-set_2
O60500,PF08205,444,538,C2-set_2
O15446,PF08208,37,292,RNA_polI_A34
Q8IUX4,PF08210,200,370,APOBEC_N
Q92793,PF08214,1342,1649,HAT_KAT11
Q09472,PF08214,1306,1612,HAT_KAT11
Q8WYA6,PF08216,57,162,CTNNBL
O95926,PF08231,90,238,SYF2
O43815,PF08232,48,177,Striatin
Q9NRL3,PF08232,64,193,Striatin
O75592,PF08239,2477,2543,SH3_3
Q00796,PF08240,32,143,ADH_N
Q08257,PF08240,35,124,ADH_N
Q99536,PF08240,76,144,ADH_N
P49327,PF08242,1243,1342,Methyltransf_12
Q68D10,PF08243,581,682,SPT2
O60911,PF08246,29,88,Inhibitor_I29
P26640,PF08264,984,1139,Anticodon_1
P41252,PF08264,693,852,Anticodon_1
Q15031,PF08264,725,868,Anticodon_1
B4DER1,PF08264,767,901,Anticodon_1
Q9P2J5,PF08264,794,928,Anticodon_1
Q6PI98,PF08265,142,170,YL1_C
Q9BZA7,PF08266,25,115,Cadherin_2
Q08174,PF08266,59,142,Cadherin_2
Q9Y5H1,PF08266,30,112,Cadherin_2
Q9H158,PF08266,21,103,Cadherin_2
Q00403,PF08271,13,55,TF_Zn_Ribbon
Q9HAW0,PF08271,5,42,TF_Zn_Ribbon
P29083,PF08271,127,176,TF_Zn_Ribbon
Q92994,PF08271,4,46,TF_Zn_Ribbon
Q01814,PF08282,760,865,Hydrolase_3
P20648,PF08282,712,772,Hydrolase_3
P16615,PF08282,682,746,Hydrolase_3
Q16720,PF08282,764,839,Hydrolase_3
O14983,PF08282,683,747,Hydrolase_3
Q86TG7,PF08284,360,470,RVP_2
Q8NBT2,PF08286,78,192,Spc24
P37287,PF08288,72,161,PIGA
Q96ST3,PF08295,552,647,Sin3_corepress
O43683,PF08311,6,126,Mad3_BUB1_I
Q9UQ35,PF08312,58,101,cwf21
O15042,PF08312,836,885,cwf21
Q5T6C5,PF08313,224,291,SCA7
A2RRP1,PF08314,726,1376,Sec39
Q8WUD4,PF08315,10,143,cwf18
P53041,PF08321,136,228,PPP5
Q9Y263,PF08324,535,789,PUL
Q13085,PF08326,819,1569,ACC_central
O95433,PF08327,216,332,AHSA1
Q13555,PF08332,426,553,CaMKII_AD
Q13554,PF08332,534,661,CaMKII_AD
Q9UQM7,PF08332,346,473,CaMKII_AD
Q13557,PF08332,346,473,CaMKII_AD
Q9ULL4,PF08337,1327,1876,Plexin_cytopl
Q9Y4D7,PF08337,1345,1666,Plexin_cytopl
Q9Y4D7,PF08337,1655,1888,Plexin_cytopl
O75051,PF08337,1311,1864,Plexin_cytopl
P51805,PF08337,1293,1841,Plexin_cytopl
Q9UIW2,PF08337,1318,1866,Plexin_cytopl
O43734,PF08357,410,552,SEFIR
Q53R41,PF08368,659,743,FAST_2
Q9NYY8,PF08368,538,619,FAST_2
Q7L8L6,PF08368,511,602,FAST_2
Q14296,PF08368,355,444,FAST_2
Q14296,PF08373,481,536,RAP
Q53R41,PF08373,779,838,RAP
Q9NYY8,PF08373,636,692,RAP
Q7L8L6,PF08373,699,758,RAP
Q9Y5Q3,PF08383,80,113,Maf_N
Q9NYC9,PF08385,214,789,DHC_N1
Q14204,PF08385,242,832,DHC_N1
Q8IVF4,PF08385,245,544,DHC_N1
Q8IVF4,PF08385,544,758,DHC_N1
Q96QU8,PF08389,103,287,Xpo1
O14980,PF08389,123,268,Xpo1
O43592,PF08389,98,247,Xpo1
Q9HAV4,PF08389,109,271,Xpo1
Q9Y5L0,PF08389,101,249,Xpo1
Q15629,PF08390,47,115,TRAM1
Q14204,PF08393,1319,1720,DHC_N2
Q8IVF4,PF08393,1254,1659,DHC_N2
Q9NYC9,PF08393,1292,1698,DHC_N2
Q06609,PF08423,84,337,Rad51
P29375,PF08429,741,1072,PLU-1
Q9BY66,PF08429,762,1087,PLU-1
P55317,PF08430,17,169,Forkhead_N
Q8IV42,PF08433,130,319,KTI12
Q9P2R7,PF08442,54,262,ATP-grasp_2
Q96I99,PF08442,39,247,ATP-grasp_2
Q8IXN7,PF08443,108,299,RimK
O15055,PF08447,344,432,PAS_3
Q16665,PF08447,252,339,PAS_3
P81133,PF08447,242,329,PAS_3
Q14190,PF08447,242,329,PAS_3
Q9Y2N7,PF08447,251,338,PAS_3
P54289,PF08473,644,1072,VGCC_alpha2
Q9NY47,PF08473,669,1111,VGCC_alpha2
Q9Y4C4,PF08477,411,540,Roc
Q5S007,PF08477,1336,1455,Roc
Q5HYI8,PF08477,8,128,Roc
Q38SD2,PF08477,640,760,Roc
Q07864,PF08490,1536,1925,DUF1744
O76094,PF08492,531,588,SRP72
O15397,PF08506,174,449,Cse1
P55060,PF08506,156,526,Cse1
O95373,PF08506,171,451,Cse1
Q08945,PF08512,339,427,Rtt106
Q9Y5B9,PF08512,808,895,Rtt106
Q96S59,PF08513,367,393,LisH
O60907,PF08513,57,83,LisH
P43034,PF08513,9,35,LisH
Q9UJ98,PF08514,173,286,STAG
Q8N3U4,PF08514,157,271,STAG
Q8WVM7,PF08514,160,274,STAG
O00238,PF08515,175,202,TGF_beta_GS
Q04771,PF08515,179,206,TGF_beta_GS
P36897,PF08515,176,203,TGF_beta_GS
O75077,PF08516,588,706,ADAM_CR
Q9P0K1,PF08516,531,649,ADAM_CR
P35251,PF08519,915,1068,RFC1
Q9P031,PF08524,50,240,rRNA_processing
Q9Y2J8,PF08526,1,114,PAD_N
Q9UM07,PF08526,1,111,PAD_N
Q9Y2J8,PF08527,116,274,PAD_M
Q9UM07,PF08527,113,273,PAD_M
P30044,PF08534,57,211,Redoxin
Q6MZQ0,PF08539,47,152,HbrB
P35249,PF08542,269,354,Rep_fac_C
P40937,PF08542,242,328,Rep_fac_C
P35250,PF08542,258,343,Rep_fac_C
O00764,PF08543,71,284,Phos_pyr_kin
P51570,PF08544,291,373,GHMP_kinases_C
Q9Y421,PF08555,3,75,FAM32A
Q6QHC5,PF08557,6,42,Lipid_DES
P54274,PF08558,74,270,TRF
Q15554,PF08558,94,293,TRF
P04637,PF08563,6,30,P53_TAD
Q16543,PF08564,287,359,CDC37_C
Q16543,PF08565,161,276,CDC37_M
P32780,PF08567,16,97,PH_TFIIH
Q9Y376,PF08569,3,334,Mo25
O43395,PF08572,308,521,PRP3
Q99708,PF08573,822,858,SAE2
Q92530,PF08577,157,248,PI31_Prot_C
Q7Z7K0,PF08583,19,87,Cmc1
O75818,PF08584,75,346,Ribonuc_P_40
Q9H7E2,PF08585,1,72,RMI1_N
Q86UW6,PF08590,1619,1682,DUF1771
Q5T5C0,PF08596,897,1061,Lgl_C
O75822,PF08597,11,258,eIF3_subunit
O60934,PF08599,683,746,Nbs1_C
Q86WB0,PF08600,248,344,Rsm1
Q01518,PF08603,318,473,CAP_C
P40123,PF08603,321,475,CAP_C
P49790,PF08604,113,621,Nup153
Q9UMS4,PF08606,67,134,Prp19
Q9NV66,PF08608,594,657,Wyosine_form
Q9NZL4,PF08609,45,140,Fes1
Q9Y5Y5,PF08610,9,329,Pex16
Q86VP6,PF08623,1040,1203,TIP120
O75155,PF08623,1045,1208,TIP120
Q12788,PF08625,654,788,Utp13
Q96Q05,PF08626,344,674,TRAPPC9-Trs120
Q96Q05,PF08626,158,362,TRAPPC9-Trs120
Q9NYH9,PF08640,9,91,U3_assoc_6
Q9Y5B9,PF08644,529,689,SPT16
Q96T60,PF08645,166,328,PNK3P
P27694,PF08646,461,606,Rep_fac-A_C
Q8WVK2,PF08648,98,154,SNRNP27
Q96F25,PF08660,39,215,Alg14
P35244,PF08661,5,113,Rep_fac-A_3
P55884,PF08662,507,702,eIF2A
Q9BY44,PF08662,216,411,eIF2A
Q9NV06,PF08662,173,311,eIF2A
Q96J01,PF08662,131,246,eIF2A
O95453,PF08675,437,515,RNA_bind
Q9UHC1,PF08676,1189,1372,MutL_C
Q08AD1,PF08683,1350,1468,CAMSAP_CKK
Q5T5Y3,PF08683,1464,1582,CAMSAP_CKK
Q9P1Y5,PF08683,1110,1228,CAMSAP_CKK
P29122,PF08686,935,966,PLAC
Q5QJE6,PF08698,637,731,Fcf2
Q96J94,PF08699,227,276,ArgoL1
Q9H9G7,PF08699,177,227,ArgoL1
Q8TC59,PF08699,338,387,ArgoL1
Q9UKV8,PF08699,176,226,ArgoL1
Q9HCK5,PF08699,166,216,ArgoL1
Q9UL18,PF08699,174,224,ArgoL1
Q8IYI6,PF08700,17,104,Vps51
Q9BVP2,PF08701,16,89,GN3L_Grn1
P02679,PF08702,30,172,Fib_alpha
P02675,PF08702,91,234,Fib_alpha
Q9NQ66,PF08703,1003,1176,PLC-beta_C
Q96FX7,PF08704,64,286,GCD14
Q92736,PF08709,9,223,Ins145_P3_rec
Q96QC0,PF08711,93,144,Med26
P23193,PF08711,26,77,Med26
Q8IYF1,PF08711,29,77,Med26
Q15560,PF08711,29,80,Med26
Q3SY89,PF08711,29,77,Med26
O75764,PF08711,26,79,Med26
Q14241,PF08711,54,102,Med26
O95402,PF08711,33,84,Med26
P05556,PF08725,752,795,Integrin_b_cyt
Q13813,PF08726,2402,2471,EFhand_Ca_insen
O43707,PF08726,841,907,EFhand_Ca_insen
P12814,PF08726,822,888,EFhand_Ca_insen
P35609,PF08726,824,890,EFhand_Ca_insen
O43491,PF08736,507,550,FA
P11171,PF08736,499,542,FA
Q9Y4F1,PF08736,329,372,FA
Q9H4G0,PF08736,385,428,FA
Q9Y2J2,PF08736,398,441,FA
Q9Y276,PF08740,25,191,BCS1_N
Q8N140,PF08743,239,328,Nse4_C
Q8WV22,PF08746,191,231,zf-RING-like
Q9Y678,PF08752,611,759,COP-gamma_platf
Q08554,PF08758,29,111,Cadherin_pro
P55290,PF08758,26,112,Cadherin_pro
P19022,PF08758,31,121,Cadherin_pro
P55283,PF08758,30,121,Cadherin_pro
Q8WYL5,PF08766,250,303,DEK_C
P35659,PF08766,320,374,DEK_C
Q8TE77,PF08766,270,323,DEK_C
Q76I76,PF08766,249,302,DEK_C
O14980,PF08767,709,1027,CRM1_C
P42345,PF08771,2015,2113,FRB_dom
Q9ULX3,PF08772,260,332,NOB1_Zn_bind
P53634,PF08773,25,141,CathepsinC_exc
Q9UI08,PF08776,377,412,VASP_tetra
P50552,PF08776,341,376,VASP_tetra
P05455,PF08777,231,334,RRM_3
Q4G0J3,PF08777,454,552,RRM_3
Q16665,PF08778,789,825,HIF-1a_CTAD
Q7Z6E9,PF08783,4,76,DWNN
P15927,PF08784,166,262,RPA_C
P13010,PF08785,593,706,Ku_PK_bind
Q9NX58,PF08790,31,58,zf-LYAR
Q14527,PF08797,60,154,HIRAN
O43172,PF08799,108,136,PRP4
Q99633,PF08799,84,112,PRP4
O75694,PF08801,77,510,Nucleoporin_N
Q9Y6Q9,PF08815,1045,1093,Nuc_rec_co-act
Q14511,PF08824,404,560,Serine_rich
Q09013,PF08826,470,530,DMPK_coil
Q9Y5S2,PF08826,878,939,DMPK_coil
Q5VT25,PF08826,881,941,DMPK_coil
Q9Y6Q9,PF08832,616,704,SRC-1
O15169,PF08833,465,498,Axin_b-cat_bind
Q9Y2T1,PF08833,433,469,Axin_b-cat_bind
Q9H211,PF08839,186,349,CDT1
P51531,PF08880,173,207,QLQ
Q9HBD4,PF08880,171,205,QLQ
P51532,PF08880,171,205,QLQ
Q9UKX7,PF08911,2,78,NUP50
O75116,PF08912,978,1046,Rho_Binding
Q13464,PF08912,948,1014,Rho_Binding
Q9NYB0,PF08914,132,196,Myb_DNA-bind_2
Q9NRF2,PF08916,25,81,Phe_ZIP
P00519,PF08919,1025,1130,F_actin_bind
P42684,PF08919,1082,1182,F_actin_bind
O75533,PF08920,329,452,SF3b1
E9PIP1,PF08925,20,171,DUF1907
E9PQS1,PF08925,1,239,DUF1907
E9PPB5,PF08925,20,112,DUF1907
E9PPB5,PF08925,104,185,DUF1907
Q9H0W9,PF08925,20,303,DUF1907
E9PLC5,PF08925,20,100,DUF1907
E9PLB3,PF08925,20,149,DUF1907
E9PSC3,PF08925,20,95,DUF1907
E9PJU8,PF08925,1,187,DUF1907
E9PR95,PF08925,20,76,DUF1907
Q9Y2H9,PF08926,61,337,DUF1908
P06400,PF08934,768,925,Rb_C
Q9H3H3,PF08939,132,253,DUF1917
Q14451,PF08947,365,412,BPS
O15056,PF08952,863,1008,DUF1866
O43426,PF08952,867,1009,DUF1866
Q92828,PF08953,5,70,DUF1899
Q9BR76,PF08953,5,70,DUF1899
P31146,PF08953,4,69,DUF1899
Q9ULV4,PF08953,3,68,DUF1899
Q9UQ03,PF08953,10,75,DUF1899
P31146,PF08954,410,461,Trimer_CC
O14950,PF08976,92,168,EF-hand_11
P19105,PF08976,92,167,EF-hand_11
Q92945,PF09005,665,688,DUF1897
Q92945,PF09005,609,635,DUF1897
Q96AE4,PF09005,602,626,DUF1897
Q96AE4,PF09005,572,599,DUF1897
Q15599,PF09007,264,337,EBP50_C
Q15599,PF09007,232,283,EBP50_C
O15347,PF09011,6,79,HMG_box_2
P23497,PF09011,687,753,HMG_box_2
Q00059,PF09011,152,219,HMG_box_2
Q12766,PF09011,285,354,HMG_box_2
Q8WW32,PF09011,6,79,HMG_box_2
P17480,PF09011,295,361,HMG_box_2
P26583,PF09011,6,79,HMG_box_2
P09429,PF09011,6,79,HMG_box_2
Q96JY0,PF09011,2,73,HMG_box_2
P07199,PF09026,499,598,CENP-B_dimeris
Q07912,PF09027,449,514,GTPase_binding
Q92793,PF09030,2013,2114,Creb_binding
Q09472,PF09030,1992,2098,Creb_binding
Q9HB71,PF09032,1,75,Siah-Interact_N
Q15628,PF09034,51,161,TRADD_N
P11274,PF09036,3,75,Bcr-Abl_Oligo
Q12888,PF09038,1483,1604,53-BP1_Tudor
P20648,PF09040,2,43,H-K_ATPase_N
Q8WZ42,PF09042,644,686,Titin_Z
Q8WZ42,PF09042,464,506,Titin_Z
Q8WZ42,PF09042,510,550,Titin_Z
Q8WZ42,PF09042,552,594,Titin_Z
Q8WZ42,PF09042,598,640,Titin_Z
Q8WZ42,PF09042,383,455,Titin_Z
Q12959,PF09058,6,64,L27_1
Q8N3R9,PF09060,123,170,L27_N
Q10567,PF09066,836,947,B2-adapt-app_C
P63010,PF09066,827,935,B2-adapt-app_C
P11532,PF09068,3089,3207,EF-hand_2
Q9Y4J8,PF09068,16,140,EF-hand_2
P11532,PF09069,3211,3302,EF-hand_3
Q9Y4J8,PF09069,144,232,EF-hand_3
Q9Y263,PF09070,345,459,PFU
Q9Y2S6,PF09072,3,64,TMA7
Q8NEF9,PF09073,350,428,BUD22
Q13415,PF09079,778,857,Cdc6_C
Q09161,PF09088,308,471,MIF4G_like
Q09161,PF09090,485,760,MIF4G_like_2
P51587,PF09103,2670,2796,BRCA-2_OB1
P51587,PF09104,3052,3186,BRCA-2_OB3
O60264,PF09110,743,841,HAND
P28370,PF09110,758,856,HAND
O60264,PF09111,898,1012,SLIDE
P28370,PF09111,913,1027,SLIDE
P51587,PF09121,2831,2872,Tower
Q9H4A4,PF09127,530,645,Leuk-A4-hydro_C
Q9HAU8,PF09127,560,673,Leuk-A4-hydro_C
Q92888,PF09128,42,232,RGS-like
Q6P0N0,PF09133,383,470,SANTA
Q96BW9,PF09139,13,325,Tam41_Mmp37
Q9UBU9,PF09162,119,198,Tap-RNA_bind
Q9H1B4,PF09162,13,92,Tap-RNA_bind
P47985,PF09165,2,77,Ubiq-Cytc-red_N
P51587,PF09169,2481,2667,BRCA-2_helical
P41091,PF09173,369,459,eIF2_C
Q9H063,PF09174,25,202,Maf1
P07814,PF09180,1430,1512,ProRS-C_1
Q9NY27,PF09184,6,312,PPP4R2
O95433,PF09229,29,159,Aha1_N
O76075,PF09230,100,323,DFF40
Q8IZX4,PF09247,22,85,TBP-binding
P21675,PF09247,25,86,TBP-binding
O43933,PF09262,104,179,PEX-1N
O43933,PF09263,17,98,PEX-2N
P53675,PF09268,331,354,Clathrin-link
Q00610,PF09268,331,354,Clathrin-link
Q15147,PF09279,209,305,EF-hand_like
Q9NQ66,PF09279,215,309,EF-hand_like
P51178,PF09279,204,289,EF-hand_like
P54727,PF09280,276,332,XPC-binding
Q9BRP8,PF09282,13,38,Mago-bind
O14773,PF09286,33,176,Pro-kuma_activ
Q96FI4,PF09292,252,290,Neil1-DNA_bind
Q9H9Q4,PF09302,12,181,XLF
Q9Y5B0,PF09309,716,961,FCP1_C
Q16633,PF09310,7,255,PD-C2-AF1
P10242,PF09316,397,556,Cmyb_C
Q8TBM8,PF09320,263,369,DUF1977
Q7Z3U7,PF09324,849,931,DUF1981
Q9Y6D5,PF09324,1167,1250,DUF1981
Q13596,PF09325,284,517,Vps5
Q9UNH7,PF09325,182,399,Vps5
O60749,PF09325,281,514,Vps5
Q9Y5X3,PF09325,179,398,Vps5
P28331,PF09326,658,710,NADH_dhqG_C
Q7L590,PF09329,382,427,zf-primase
Q7L590,PF09332,524,873,Mcm10
P56192,PF09334,266,658,tRNA-synt_1g
Q9UN37,PF09336,374,434,Vps4_C
Q5HY92,PF09336,709,756,Vps4_C
P55072,PF09336,711,762,Vps4_C
Q9UBP0,PF09336,563,612,Vps4_C
O75449,PF09336,439,489,Vps4_C
Q9HAF1,PF09340,18,97,NuA4
P55317,PF09354,397,461,HNF_C
P22314,PF09358,955,1053,E1_UFD
Q9NZ45,PF09360,32,88,zf-CDGSH
Q8N5K1,PF09360,69,115,zf-CDGSH
Q9NQZ2,PF09368,405,478,Sas10
Q9Y3A5,PF09377,107,225,SBDS_C
Q15678,PF09379,25,88,FERM_N
P35241,PF09379,9,71,FERM_N
Q16825,PF09379,27,90,FERM_N
P26038,PF09379,9,71,FERM_N
Q9Y4F1,PF09379,44,107,FERM_N
Q9Y2J2,PF09379,114,177,FERM_N
Q12923,PF09379,576,638,FERM_N
P15311,PF09379,9,71,FERM_N
O43491,PF09379,222,285,FERM_N
P11171,PF09379,214,277,FERM_N
Q9H4G0,PF09379,101,164,FERM_N
Q15678,PF09380,224,309,FERM_C
P35241,PF09380,210,299,FERM_C
Q16825,PF09380,226,312,FERM_C
P26038,PF09380,210,299,FERM_C
Q9Y4F1,PF09380,234,324,FERM_C
Q9Y2J2,PF09380,305,395,FERM_C
Q12923,PF09380,787,876,FERM_C
P15311,PF09380,210,299,FERM_C
O43491,PF09380,413,503,FERM_C
P11171,PF09380,405,494,FERM_C
Q9H4G0,PF09380,292,382,FERM_C
P54132,PF09382,1071,1198,RQC
Q14191,PF09382,953,1066,RQC
P46063,PF09382,483,597,RQC
Q8TED0,PF09384,343,490,UTP15_C
O94901,PF09387,62,318,MRP
O95684,PF09398,54,134,FOP_dimer
Q96NB1,PF09398,43,113,FOP_dimer
Q8NC56,PF09402,241,495,MSC
Q9Y2U8,PF09402,520,750,MSC
O15234,PF09405,139,249,Btz
Q9BZV1,PF09409,168,255,PUB
Q92900,PF09416,121,272,UPF1_Zn_bind
Q9Y3C1,PF09420,62,156,Nop16
Q9Y3C1,PF09420,6,87,Nop16
Q8N7J2,PF09422,99,590,WTX
Q9Y2W2,PF09429,12,94,Wbp11
Q9NPA0,PF09430,56,168,DUF2012
Q9NZQ3,PF09431,547,683,DUF2013
Q9Y5M8,PF09439,62,241,SRPRB
E5RJ25,PF09440,5,40,eIF3_N
E5RII3,PF09440,5,71,eIF3_N
P60228,PF09440,5,138,eIF3_N
H0YBP5,PF09440,1,63,eIF3_N
H0YBR5,PF09440,4,137,eIF3_N
E5RGA2,PF09440,1,45,eIF3_N
E5RHS5,PF09440,5,85,eIF3_N
E5RIP5,PF09440,5,41,eIF3_N
P13385,PF09443,115,149,CFC
Q96RS0,PF09445,691,845,Methyltransf_15
Q99816,PF09454,316,379,Vps23_core
Q9BXF6,PF09457,601,648,RBD-FIP
O75154,PF09457,716,756,RBD-FIP
Q86YS3,PF09457,596,636,RBD-FIP
Q8IUD2,PF09457,1068,1108,RBD-FIP
Q14739,PF09465,1,55,LBR_tudor
O15273,PF09470,4,167,Telethonin
Q9UNZ5,PF09495,1,85,DUF2462
Q86YW9,PF09497,105,161,Med12
Q16385,PF09514,158,187,SSXRD
Q7RTT5,PF09514,157,187,SSXRD
O60225,PF09514,157,187,SSXRD
Q99909,PF09514,158,187,SSXRD
O60224,PF09514,157,187,SSXRD
Q16384,PF09514,157,187,SSXRD
Q8ND56,PF09532,290,400,FDF
Q9BX40,PF09532,247,350,FDF
Q96F86,PF09532,198,301,FDF
Q96JK9,PF09596,68,125,MamL-1
Q8IZL2,PF09596,31,88,MamL-1
Q92585,PF09596,14,71,MamL-1
Q8WW01,PF09631,65,166,Sen15
Q9BQI9,PF09668,140,255,Asp_protease
Q70Z53,PF09725,104,220,Fra10Ac1
Q9P2B4,PF09727,5,188,CortBP2
P40222,PF09728,170,477,Taxilin
Q8TD16,PF09730,83,801,BicD
D6RAW4,PF09731,41,146,Mitofilin
B9A067,PF09731,41,699,Mitofilin
Q16891,PF09731,41,746,Mitofilin
Q8WUQ7,PF09732,634,758,CactinC_cactus
Q15022,PF09733,546,680,VEFS-Box
P55160,PF09735,7,1123,Nckap1
Q9Y2A7,PF09735,9,1122,Nckap1
Q9BRD0,PF09736,460,602,Bud13
Q32MZ4,PF09738,23,353,LRRFIP
Q2YD98,PF09740,497,603,DUF2043
O94874,PF09743,7,284,E3_UFM1_ligase
Q9UPT6,PF09744,29,184,Jnk-SapK_ap_N
Q5EBL4,PF09744,27,175,Jnk-SapK_ap_N
Q9H0G5,PF09745,58,177,DUF2040
Q9BTT4,PF09748,9,126,Med10
