uniprot_acc	refseq	version
Q6EEV6	NM_001002255	1
Q6FI13	NM_001040874	1
Q6FI13	NM_003516	2
Q6GMV2	NM_006062	2
Q6GYQ0	NM_001283043	2
Q6GYQ0	NM_001283044	2
Q6GYQ0	NM_001330075	2
Q6GYQ0	NM_001346243	1
Q6GYQ0	NM_001346245	1
Q6GYQ0	NM_001346246	1
Q6GYQ0	NM_001346247	1
Q6GYQ0	NM_001346248	1
Q6GYQ0	NM_001346249	1
Q6GYQ0	NM_014990	2
Q6GYQ0	NM_194301	3
Q6H8Q1	NM_001130083	1
Q6H8Q1	NM_001130084	1
Q6H8Q1	NM_001130085	1
Q6H8Q1	NM_001130086	1
Q6H8Q1	NM_001130087	1
Q6H8Q1	NM_001130088	1
Q6H8Q1	NM_001286688	1
Q6H8Q1	NM_032432	4
Q6IA86	NM_001242875	2
Q6IA86	NM_001242876	2
Q6IA86	NM_001242877	2
Q6IA86	NM_001242878	2
Q6IA86	NM_001242879	2
Q6IA86	NM_018255	3
Q6IAA8	NM_017907	2
Q6IBS0	NM_007284	3
Q6IBW4	NM_001185011	1
Q6IBW4	NM_014551	4
Q6IBW4	NM_152299	3
Q6IMN6	NM_001002259	2
Q6IMN6	NM_001206856	2
Q6IMN6	NM_001319842	1
Q6IMN6	NM_001319843	1
Q6IMN6	NM_023925	4
Q6IMN6	NM_032156	4
Q6IMN6	XM_006719147	3
Q6IN84	NM_024864	4
Q6IQ16	NM_001001664	2
Q6IQ19	NM_145257	4
Q6IS14	NM_001099692	1
Q6ISU1	NM_001243168	1
Q6ISU1	NM_001243169	1
Q6ISU1	NM_001243170	1
Q6ISU1	NM_138296	2
Q6J9G0	NM_018423	2
Q6J9G0	XM_005253417	2
Q6J9G0	XM_011520736	1
Q6J9G0	XM_011520737	2
Q6J9G0	XM_011520738	2
Q6JQN1	NM_001136538	1
Q6JQN1	NM_025247	5
Q6K0P9	NM_152501	4
Q6K0P9	NM_198928	4
Q6K0P9	NM_198929	4
Q6K0P9	NM_198930	3
Q6K0P9	XM_005244930	1
Q6K0P9	XM_011509242	2
Q6KC79	NM_015384	4
Q6KC79	NM_133433	3
Q6KC79	XM_017009330	1
Q6MZM0	NM_001098672	1
Q6MZQ0	NM_001160167	1
Q6MZQ0	NM_001160168	1
Q6MZQ0	NM_001160169	1
Q6MZQ0	NM_024841	4
Q6NSI3	NM_001013622	3
Q6NSI3	NM_001174070	2
Q6NSI3	NM_001297435	1
Q6NSI3	XM_005247948	3
Q6NSI3	XM_011513402	2
Q6NT76	NM_001135726	2
Q6NT76	NM_001324382	1
Q6NT76	NM_001324383	1
Q6NT76	NM_001324384	1
Q6NT76	NM_001324385	1
Q6NT76	NM_001324386	1
Q6NT76	NM_001324387	1
Q6NT76	NM_001324388	1
Q6NT76	NM_001324389	1
Q6NT76	NM_001324390	1
Q6NT76	NM_001324391	1
Q6NT76	NM_001324392	1
Q6NT76	NM_001324393	1
Q6NT76	NM_001324394	1
Q6NT76	NM_001324395	1
Q6NT76	NM_001330498	1
Q6NT76	NM_024567	4
Q6NT76	XM_017013825	1
Q6NUQ1	NM_021930	5
Q6NV74	NM_207362	2
Q6NVY1	NM_014362	3
Q6NVY1	NM_198047	2
Q6NVY1	XM_011510953	1
Q6NW34	NM_001319109	1
Q6NW34	NM_001319110	1
Q6NW34	NM_001319111	1
Q6NW34	NM_001319112	1
Q6NW34	NM_001319114	1
Q6NW34	NM_001319115	1
Q6NW34	NM_015412	3
Q6NX45	NM_001004309	2
Q6NXE6	NM_001199196	1
Q6NXE6	NM_033415	3
Q6NXE6	XM_005260157	3
Q6NXE6	XM_017027485	1
Q6NXT1	NM_138797	2
Q6NYC1	NM_001081461	1
Q6NYC1	NM_015167	2
Q6NYC8	NM_001134870	1
Q6NYC8	NM_133471	3
Q6P087	NM_001142547	1
Q6P087	NM_173659	3
Q6P158	NM_198963	2
Q6P158	XM_011533154	2
Q6P158	XM_011533155	2
Q6P1J9	NM_024529	4
Q6P1M0	NM_005094	3
Q6P1M0	XM_017014222	1
Q6P1N0	NM_017721	4
Q6P1N0	XM_005259973	2
Q6P1Q9	NM_018396	2
Q6P2E9	NM_014329	4
Q6P2H3	NM_001281517	2
Q6P2H3	NM_001281518	2
Q6P2H3	NM_001319944	1
Q6P2H3	NM_022778	4
Q6P2Q9	NM_006445	3
Q6P3W7	NM_001317784	1
Q6P3W7	NM_001330253	1
Q6P3W7	NM_001330254	1
Q6P3W7	NM_001330256	1
Q6P3W7	NM_017988	5
Q6P587	NM_001018104	2
Q6P587	NM_001142398	1
Q6P587	NM_031208	3
Q6P6C2	NM_017758	3
Q6P9H4	NM_173515	3
Q6PCB7	NM_198580	2
Q6PCB7	XM_011528003	2
Q6PCD5	NM_018124	3
Q6PCD5	XM_005256021	4
Q6PCD5	XM_005256022	4
Q6PCD5	XM_011523191	2
Q6PCD5	XM_017023391	1
Q6PCE3	NM_173582	4
Q6PEW1	NM_001312891	1
Q6PEW1	NM_173798	3
Q6PEY2	NM_207312	2
Q6PFW1	NM_001130858	2
Q6PFW1	NM_001130859	2
Q6PFW1	NM_001190214	1
Q6PFW1	NM_014659	5
Q6PFW1	XM_005254804	1
Q6PFW1	XM_017022748	1
Q6PFW1	XM_017022749	1
Q6PFW1	XM_017022750	1
Q6PFW1	XM_017022751	1
Q6PFW1	XM_017022759	1
Q6PGP7	NM_014639	3
Q6PHR2	NM_001099436	3
Q6PHR2	NM_001284364	2
Q6PHR2	NM_001284365	2
Q6PHR2	XM_005254289	2
Q6PI48	NM_018122	4
Q6PID6	NM_012382	2
Q6PID6	XM_011514003	2
Q6PJG6	NM_152743	3
Q6PJT7	NM_001160103	1
Q6PJT7	NM_001160104	1
Q6PJT7	NM_001326307	1
Q6PJT7	NM_024824	4
Q6PJT7	NM_207660	3
Q6PJT7	NM_207661	2
Q6PJT7	NM_207662	3
Q6PJT7	XM_005268068	4
Q6PK04	NM_199287	2
Q6PKG0	NM_015315	4
Q6PKG0	XM_005268404	3
Q6PL18	NM_014109	3
Q6QNY1	NM_001001342	2
Q6QNY1	NM_001282437	1
Q6QNY1	NM_001282438	1
Q6QNY1	NM_173809	4
Q6RFH5	NM_001307977	1
Q6RFH5	NM_018093	3
Q6RFH5	XM_005274055	2
Q6SA08	NM_001184739	1
Q6SA08	NM_001308067	1
Q6SA08	NM_174944	3
Q6STE5	NM_001003801	1
Q6STE5	NM_001003802	1
Q6STE5	NM_003078	3
Q6UB28	NM_001322278	1
Q6UB28	NM_001322279	1
Q6UB28	NM_199227	2
Q6UB35	NM_001242767	1
Q6UB35	NM_001242768	1
Q6UB35	NM_001242769	1
Q6UB35	NM_015440	4
Q6UN15	NM_001134937	1
Q6UN15	NM_001134938	1
Q6UN15	NM_030917	3
Q6UVJ0	NM_001304829	1
Q6UVJ0	NM_194292	2
Q6UW02	NM_177538	2
Q6UWE0	NM_001005373	3
Q6UWE0	NM_001005374	3
Q6UWE0	NM_001190723	2
Q6UWE0	NM_138361	5
Q6UWE0	XM_017015283	1
Q6UWP8	NM_001166034	1
Q6UWP8	NM_001166035	1
Q6UWP8	NM_198538	3
Q6UWR7	NM_153343	3
Q6UWU4	NM_001286635	1
Q6UWU4	NM_001286636	1
Q6UWU4	NM_001286637	1
Q6UWU4	NM_152734	3
Q6UWU4	XM_011514377	2
Q6UWU4	XM_017010432	1
Q6UWU4	XM_017010433	1
Q6UWU4	XM_017010434	1
Q6UWX4	NM_024746	3
Q6UXV4	NM_198450	5
Q6VMQ6	NM_001286514	1
Q6VMQ6	NM_001286515	1
Q6VMQ6	NM_018179	4
Q6VMQ6	NM_181352	1
Q6VMQ6	XM_006719108	3
Q6VMQ6	XM_006719109	3
Q6VMQ6	XM_011520754	2
Q6VMQ6	XM_011520755	2
Q6VMQ6	XM_017019638	1
Q6VMQ6	XM_017019639	1
Q6VVB1	NM_198586	2
Q6VY07	NM_018026	3
Q6W2J9	NM_001123383	1
Q6W2J9	NM_001123384	1
Q6W2J9	NM_001123385	1
Q6W2J9	NM_017745	5
Q6W2J9	XM_005272616	1
Q6W2J9	XM_005272618	3
Q6W2J9	XM_005272620	3
Q6W2J9	XM_006724536	3
Q6W2J9	XM_011543929	2
Q6W2J9	XM_011543930	1
Q6W2J9	XM_011543931	2
Q6W2J9	XM_017029615	1
Q6XPS3	NM_001141968	1
Q6XPS3	NM_001271850	1
Q6XPS3	NM_130785	3
Q6XPS3	NM_199254	2
Q6Y7W6	NM_001103146	1
Q6Y7W6	NM_001103147	1
Q6Y7W6	NM_001103148	1
Q6Y7W6	NM_015575	3
Q6YN16	NM_001195822	1
Q6YN16	NM_032303	4
Q6ZMI0	NM_001135629	2
Q6ZMI0	NM_001193475	1
Q6ZMI0	NM_152994	4
Q6ZMQ8	NM_001080395	2
Q6ZMQ8	NM_004920	2
Q6ZMT4	NM_030647	1
Q6ZN04	NM_032246	4
Q6ZN17	NM_001004317	3
Q6ZN18	NM_001114176	1
Q6ZN18	NM_001267043	1
Q6ZN18	NM_153207	4
Q6ZNA4	NM_001270528	1
Q6ZNA4	NM_001270529	1
Q6ZNA4	NM_001270530	1
Q6ZNA4	NM_001330331	1
Q6ZNA4	NM_017610	7
Q6ZNA4	XM_006720579	3
Q6ZNA4	XM_017022338	1
Q6ZNF0	NM_001004318	2
Q6ZNF0	XM_011526966	2
Q6ZNF0	XM_017026807	1
Q6ZRV2	NM_198488	3
Q6ZRV2	XM_005250889	3
Q6ZRY4	NM_194272	2
Q6ZSY5	NM_001184745	1
Q6ZSY5	NM_033215	4
Q6ZUJ8	NM_152309	2
Q6ZUJ8	XM_005269498	1
Q6ZUJ8	XM_005269499	1
Q6ZUT1	NM_001082970	1
Q6ZUT1	NM_001301017	1
Q6ZUT1	NM_001301019	1
Q6ZUT1	NM_001301021	1
Q6ZUT6	NM_207380	2
Q6ZVL6	NM_012194	2
Q6ZVL6	XM_011519969	2
Q6ZVM7	NM_001033551	2
Q6ZVM7	NM_001082968	1
Q6ZVM7	NM_001288786	1
Q6ZVM7	NM_001288787	1
Q6ZVM7	NM_001288788	1
Q6ZVM7	NM_001288789	1
Q6ZWB6	NM_198353	2
Q702N8	NM_001198621	2
Q702N8	NM_194293	2
Q702N8	XM_005264909	3
Q70E73	NM_203365	3
Q70E73	NM_213589	2
Q71F23	NM_024629	3
Q71RC2	NM_001170808	1
Q71RC2	NM_001330415	1
Q71RC2	NM_052879	4
Q71RC2	NM_199188	2
Q71RC2	NM_199190	2
Q71RC2	XM_005268613	2
Q71RC2	XM_011537838	2
Q71RC2	XM_011537839	2
Q71RC2	XM_011537840	2
Q71RC2	XM_011537841	2
Q71RC2	XM_017018751	1
Q71RC2	XM_017018752	1
Q71RC2	XM_017018753	1
Q71RC2	XM_017018754	1
Q71U36	NM_001270399	1
Q71U36	NM_001270400	1
Q71U36	NM_006009	3
Q71UI9	NM_012412	4
Q71UI9	NM_138635	3
Q71UI9	NM_201436	2
Q71UI9	NM_201516	2
Q71UI9	NM_201517	2
Q75N03	NM_001284291	1
Q75N03	NM_024814	3
Q75WM6	NM_181788	1
Q765P7	NM_138383	2
Q76FK4	NM_001256394	1
Q76FK4	NM_001330722	1
Q76FK4	NM_017948	5
Q76FK4	XM_006717166	3
Q76FK4	XM_006717167	3
Q76FK4	XM_006717169	3
Q76FK4	XM_006717170	3
Q76FK4	XM_011518824	2
Q76FK4	XM_017014876	1
Q76I76	NM_001282129	1
Q76I76	NM_001282130	1
Q76I76	NM_001282131	1
Q76I76	NM_033389	3
Q76KD6	NM_001134374	1
Q76KD6	NM_198572	2
Q76N32	NM_001319100	1
Q76N32	NM_001319101	1
Q76N32	NM_015147	2
Q76N89	NM_001287059	1
Q76N89	NM_015052	4
Q76N89	XM_017011886	1
Q76N89	XM_017011889	1
Q7KZ85	NM_001320755	1
Q7KZ85	NM_003170	4
Q7KZ85	XM_017024978	1
Q7KZ85	XM_017024979	1
Q7KZ85	XM_017024980	1
Q7KZF4	NM_014390	3
Q7KZI7	NM_001039469	2
Q7KZI7	NM_001163296	1
Q7KZI7	NM_001163297	1
Q7KZI7	NM_004954	4
Q7KZI7	NM_017490	3
Q7L014	NM_001300860	1
Q7L014	NM_014829	3
Q7L099	NM_001037442	3
Q7L099	NM_001130709	1
Q7L099	NM_001291993	1
Q7L099	NM_001291994	1
Q7L099	NM_001345840	1
Q7L099	NM_014961	4
Q7L0J3	NM_001278719	1
Q7L0J3	NM_001328674	1
Q7L0J3	NM_001328675	1
Q7L0J3	NM_014849	4
Q7L0Y3	NM_017819	3
Q7L1Q6	NM_001207067	1
Q7L1Q6	NM_001207068	2
Q7L1Q6	NM_001207069	1
Q7L1Q6	NM_001321688	1
Q7L1Q6	NM_001321690	1
Q7L1Q6	NM_001321691	1
Q7L1Q6	NM_001321693	1
Q7L1Q6	NM_001321694	1
Q7L1Q6	NM_014670	3
Q7L2E3	NM_014966	3
Q7L2E3	NM_138615	2
Q7L2E3	XM_011533494	2
Q7L2E3	XM_011533495	1
Q7L2E3	XM_017005917	1
Q7L2H7	NM_001307929	1
Q7L2H7	NM_006360	5
Q7L5N1	NM_006833	4
Q7L5Y9	NM_001017405	2
Q7L5Y9	NM_001297431	1
Q7L5Y9	NM_005882	4
Q7L622	NM_001308097	1
Q7L622	NM_017769	4
Q7L622	XM_011536925	2
Q7L7L0	NM_033445	2
Q7L7X3	NM_020791	2
Q7L7X3	NM_025142	1
Q7L7X3	XM_011525060	2
Q7L8L6	NM_021826	4
Q7L9L4	NM_001244766	1
Q7L9L4	NM_173468	3
Q7L9L4	XM_005265709	2
Q7LBC6	NM_016604	3
Q7RTN6	NM_001003786	2
Q7RTN6	NM_001003787	2
Q7RTN6	NM_001003788	2
Q7RTN6	NM_001165969	1
Q7RTN6	NM_001165970	1
Q7RTN6	NM_153335	5
Q7RTN6	XM_005257799	2
Q7RTV0	NM_032758	3
Q7RTV2	NM_153699	1
Q7Z2D5	NM_001166252	1
Q7Z2D5	NM_014839	4
Q7Z2E3	NM_001195248	1
Q7Z2E3	NM_001195249	1
Q7Z2E3	NM_001195250	1
Q7Z2E3	NM_001195251	1
Q7Z2E3	NM_001195252	1
Q7Z2E3	NM_001195254	1
Q7Z2E3	NM_175069	2
Q7Z2E3	NM_175073	2
Q7Z2E3	XM_006716791	3
Q7Z2E3	XM_006716792	2
Q7Z2E3	XM_011517938	1
Q7Z2E3	XM_011517939	2
Q7Z2E3	XM_017014837	1
Q7Z2K8	NM_052899	2
Q7Z2T5	NM_001202423	1
Q7Z2T5	NM_030934	4
Q7Z2W4	NM_020119	3
Q7Z2W4	NM_024625	3
Q7Z2Y5	NM_198465	3
Q7Z3B1	NM_173808	2
Q7Z3D6	NM_001102366	2
Q7Z3D6	NM_001102367	2
Q7Z3D6	NM_001102368	2
Q7Z3D6	NM_001102369	2
Q7Z3D6	NM_001286470	1
Q7Z3D6	NM_001286471	1
Q7Z3D6	NM_001286472	1
Q7Z3D6	NM_001286473	1
Q7Z3D6	NM_024952	7
Q7Z406	NM_001077186	1
Q7Z406	NM_001145809	1
Q7Z406	NM_024729	3
Q7Z406	XM_006723386	3
Q7Z406	XM_011527323	2
Q7Z417	NM_020772	2
Q7Z434	NM_001206491	1
Q7Z434	NM_020746	4
Q7Z460	NM_001142273	1
Q7Z460	NM_001142274	1
Q7Z460	NM_001207051	1
Q7Z460	NM_015282	2
Q7Z460	XM_011510848	1
Q7Z478	NM_001345964	1
Q7Z478	NM_001345965	1
Q7Z478	NM_019030	3
Q7Z4S6	NM_001173463	1
Q7Z4S6	NM_001173464	1
Q7Z4S6	NM_001173465	1
Q7Z4S6	NM_017641	3
Q7Z4S6	XM_005269007	2
Q7Z4S6	XM_005269013	2
Q7Z5Q1	NM_001177381	1
Q7Z5Q1	NM_001177382	1
Q7Z5Q1	NM_001177383	1
Q7Z5Q1	NM_001177384	1
Q7Z5Q1	NM_182485	2
Q7Z5Q1	NM_182646	2
Q7Z695	NM_052853	3
Q7Z6E9	NM_006910	4
Q7Z6E9	NM_018703	3
Q7Z6E9	NM_032626	5
Q7Z6G8	NM_001204065	1
Q7Z6G8	NM_001204066	1
Q7Z6G8	NM_001204067	1
Q7Z6G8	NM_001204068	1
Q7Z6G8	NM_001204069	1
Q7Z6G8	NM_001204070	1
Q7Z6G8	NM_001204079	1
Q7Z6G8	NM_001204080	1
Q7Z6G8	NM_001204081	1
Q7Z6G8	NM_020140	3
Q7Z6G8	NM_152788	4
Q7Z6G8	NM_181670	3
Q7Z739	NM_001277813	1
Q7Z739	NM_001277814	1
Q7Z739	NM_001277815	1
Q7Z739	NM_001277816	1
Q7Z739	NM_001277817	1
Q7Z739	NM_001277818	1
Q7Z739	NM_152758	5
Q7Z7A1	NM_001330762	1
Q7Z7A1	NM_007018	4
Q7Z7A1	XM_005251679	3
Q7Z7J5	NM_138815	3
Q7Z7J5	XM_011512444	2
Q7Z7J5	XM_011512445	2
Q7Z7J9	NM_018584	5
Q7Z7K0	NM_182523	1
Q86SE5	NM_001100391	1
Q86SE5	NM_001100392	1
Q86SE5	NM_001100393	1
Q86SE5	NM_001287244	1
Q86SE5	NM_173848	5
Q86SE5	XM_017013059	1
Q86SE5	XM_017013060	1
Q86SE5	XM_017013061	1
Q86SE5	XM_017013062	1
Q86SE5	XM_017013063	1
Q86SE5	XM_017013064	1
Q86SE5	XM_017013065	1
Q86SE8	NM_001286680	1
Q86SE8	NM_001286681	1
Q86SE8	NM_182795	1
Q86SE8	XM_011544362	2
Q86SE8	XM_011544363	2
Q86SE8	XM_017012948	1
Q86SE8	XM_017012949	1
Q86SG3	NM_001005375	2
Q86SG3	NM_020420	3
Q86SG5	NM_176823	3
Q86SG6	NM_178170	2
Q86SK9	NM_001037582	2
Q86SK9	NM_024906	2
Q86SQ0	NM_001134437	1
Q86SQ0	NM_001134438	1
Q86SQ0	NM_001134439	1
Q86SQ0	NM_145753	2
Q86SQ7	NM_006642	3
Q86SQ7	XM_005273023	4
Q86T65	NM_001201427	1
Q86T65	NM_015345	3
Q86TB9	NM_152716	2
Q86TG7	NM_001040152	1
Q86TG7	NM_001184961	1
Q86TG7	NM_001184962	1
Q86TG7	NM_015068	3
Q86TM3	NM_182699	3
Q86TV6	NM_001010854	1
Q86TV6	NM_001320421	1
Q86TV6	XM_017021045	1
Q86TV6	XM_017021046	1
Q86U06	NM_001077351	1
Q86U06	NM_001077352	1
Q86U06	NM_001308044	1
Q86U06	NM_018107	4
Q86U06	XM_017021407	1
Q86U06	XM_017021413	1
Q86U38	NM_001286367	1
Q86U38	NM_174913	2
Q86U42	NM_004643	3
Q86U44	NM_019852	4
Q86UC2	NM_001346418	1
Q86UC2	NM_031924	5
Q86UE4	NM_178812	3
Q86UE8	NM_001284333	1
Q86UE8	NM_001284363	1
Q86UE8	NM_006852	3
Q86UE8	XM_011524216	2
Q86UE8	XM_011524217	2
Q86UE8	XM_011524222	2
Q86UE8	XM_017024044	1
Q86UE8	XM_017024046	1
Q86UE8	XM_017024047	1
Q86UE8	XM_017024051	1
Q86UE8	XM_017024052	1
Q86UE8	XM_017024053	1
Q86UK7	NM_178167	3
Q86UL8	NM_001301128	1
Q86UL8	NM_012301	3
Q86UN2	NM_178568	3
Q86UN3	NM_178570	2
Q86UN6	NM_001008534	1
Q86UN6	NM_001008535	1
Q86UN6	NM_178813	5
Q86UP2	NM_001079521	1
Q86UP2	NM_001079522	1
Q86UP2	NM_001271014	1
Q86UP2	NM_004986	3
Q86UP2	XM_006720138	2
Q86UP2	XM_006720139	2
Q86UP2	XM_011536751	2
Q86UP2	XM_011536753	1
Q86UP2	XM_017021278	1
Q86UP2	XM_017021282	1
Q86UP2	XM_017021283	1
Q86UR5	NM_001168407	1
Q86UR5	NM_001168408	1
Q86UR5	NM_001168409	1
Q86UR5	NM_001168410	1
Q86UR5	NM_001168411	1
Q86UR5	NM_014989	5
Q86UR5	XM_011535615	2
Q86US8	NM_001256827	1
Q86US8	NM_001256828	1
Q86US8	NM_001282326	1
Q86US8	NM_017575	4
Q86US8	XM_005256569	3
Q86US8	XM_005256571	4
Q86US8	XM_011523769	2
Q86US8	XM_011523775	2
Q86US8	XM_017024399	1
Q86UT6	NM_001282143	1
Q86UT6	NM_001282144	1
Q86UT6	NM_001282358	1
Q86UT6	NM_024618	3
Q86UT6	XM_005271669	1
Q86UT6	XM_006718904	1
Q86UT6	XM_011542980	1
Q86UU1	NM_001144758	2
Q86UU1	NM_001144759	2
Q86UU1	NM_015157	3
Q86UW6	NM_001318359	1
Q86UW6	NM_018177	5
Q86UW6	XM_011513718	2
Q86UW6	XM_017008398	1
Q86UX6	NM_001318879	1
Q86UX6	NM_173575	3
Q86UX6	XM_011539693	2
Q86UX6	XM_011539694	1
Q86UX6	XM_011539695	1
Q86UX6	XM_011539696	1
Q86V48	NM_001142546	1
Q86V48	NM_033631	3
Q86V48	XM_011542090	2
Q86V48	XM_011542091	2
Q86V48	XM_017002252	1
Q86V81	NM_005782	3
Q86V86	NM_001001852	3
Q86VP6	NM_018448	4
Q86VQ0	NM_001122769	2
Q86VQ0	NM_181714	3
Q86VQ0	XM_005248665	4
Q86VQ0	XM_011535504	1
Q86VS3	NM_001031715	2
Q86VS3	NM_001284347	1
Q86VS3	NM_001284348	1
Q86VS3	NM_001284349	1
Q86VS3	NM_001322475	1
Q86VS3	NM_022784	2
Q86VS8	NM_032410	3
Q86VW0	NM_178123	4
Q86VW0	XM_011512139	2
Q86W54	NM_194296	1
Q86W56	NM_001302777	1
Q86W56	NM_001303486	1
Q86W56	NM_001303487	1
Q86W56	NM_001324381	1
Q86W56	NM_003631	3
Q86W67	NM_001040710	2
Q86WB0	NM_001282190	1
Q86WB0	NM_001282191	1
Q86WB0	NM_016478	4
Q86WG5	NM_030962	3
Q86WT6	NM_001301144	1
Q86WT6	NM_001301145	1
Q86WT6	NM_001301146	1
Q86WT6	NM_080745	4
Q86WT6	NM_182985	4
Q86WX3	NM_194326	3
Q86X55	NM_199141	1
Q86X55	XM_005259708	4
Q86XI2	NM_001281932	1
Q86XI2	NM_001281933	1
Q86XI2	NM_017760	6
Q86XI2	XM_011516356	2
Q86XI2	XM_011516357	2
Q86XI6	NM_001201329	1
Q86XI6	NM_024607	3
Q86XI6	XM_006716253	3
Q86XI6	XM_017013835	1
Q86XN8	NM_001174118	1
Q86XN8	NM_203304	3
Q86XP3	NM_007372	3
Q86XP3	NM_203499	2
Q86XP3	XM_006721657	1
Q86XP3	XM_017024111	1
Q86XR8	NM_001243776	1
Q86XR8	NM_001243777	1
Q86XR8	NM_014679	4
Q86XR8	XM_017018592	1
Q86XZ4	NM_001293285	1
Q86XZ4	NM_001293286	1
Q86XZ4	NM_023071	3
Q86XZ4	XM_011538690	2
Q86XZ4	XM_011538691	2
Q86Y13	NM_014648	3
Q86Y13	XM_005247914	3
Q86Y13	XM_005247915	3
Q86Y13	XM_005247916	3
Q86Y13	XM_005247917	3
Q86Y13	XM_005247918	3
Q86Y13	XM_017007540	1
Q86Y37	NM_153810	4
Q86Y82	NM_177424	2
Q86YF9	NM_014934	4
Q86YF9	NM_198968	3
Q86YM7	NM_001277077	1
Q86YM7	NM_001277078	1
Q86YM7	NM_004272	4
Q86YN1	NM_001135917	1
Q86YN1	NM_020438	4
Q86YP4	NM_001300946	1
Q86YP4	NM_017660	3
Q86YP4	XM_011528105	1
Q86YR5	NM_001145638	2
Q86YR5	NM_001145639	1
Q86YR5	NM_001200003	1
Q86YR5	NM_015597	5
Q86YR5	XM_017014599	1
Q86YS3	NM_001303542	2
Q86YS3	NM_001346748	1
Q86YS3	NM_001346749	1
Q86YS3	NM_032932	5
Q86YS7	NM_001286173	1
Q86YS7	NM_001286174	1
Q86YS7	NM_001286175	1
Q86YS7	NM_001286176	1
Q86YS7	NM_001286177	1
Q86YS7	NM_014802	2
Q86YT6	NM_020774	3
Q8IU60	NM_001242377	1
Q8IU60	NM_152624	5
Q8IUD2	NM_178039	3
Q8IUD2	NM_178040	3
Q8IUD2	XM_011520941	2
Q8IUD2	XM_017019064	1
Q8IUD2	XM_017019067	1
Q8IUE6	NM_175065	2
Q8IUF8	NM_001042533	2
Q8IUF8	NM_001261829	1
Q8IUF8	NM_032778	5
Q8IUF8	NM_153182	3
Q8IUF8	XM_005247838	4
Q8IUH3	NM_152945	3
Q8IUH3	XM_005246287	4
Q8IUH3	XM_017003322	1
Q8IUX4	NM_001006666	1
Q8IUX4	NM_145298	5
Q8IUX4	XM_017028643	1
Q8IV08	NM_001031696	3
Q8IV08	NM_001291311	1
Q8IV08	NM_012268	3
Q8IV08	XM_005258704	1
Q8IV08	XM_005258707	4
Q8IV08	XM_005258708	3
Q8IV08	XM_005258709	4
Q8IV08	XM_005258710	4
Q8IV08	XM_006723122	1
Q8IV08	XM_011526692	1
Q8IV08	XM_011526693	1
Q8IV08	XM_017026546	1
Q8IV08	XM_017026547	1
Q8IV08	XM_017026548	1
Q8IV08	XM_017026549	1
Q8IV48	NM_153332	3
Q8IV63	NM_001025778	1
Q8IV63	NM_001308420	1
Q8IV63	NM_016440	3
Q8IV63	XM_005258971	3
Q8IV63	XM_005258972	3
Q8IV63	XM_006723237	3
Q8IV63	XM_006723238	3
Q8IV63	XM_011527023	2
Q8IVF7	NM_175736	4
Q8IVF7	NM_198900	2
Q8IVF7	XM_005269218	2
Q8IVH8	NM_001270425	1
Q8IVH8	NM_003618	3
Q8IVS8	NM_001144951	1
Q8IVS8	NM_145262	3
Q8IVT5	NM_014238	1
Q8IVT5	XM_011525429	2
Q8IVT5	XM_017025271	1
Q8IVT5	XM_017025272	1
Q8IVT5	XM_017025273	1
Q8IVT5	XM_017025274	1
Q8IVT5	XM_017025275	1
Q8IVT5	XM_017025276	1
Q8IW41	NM_003668	3
Q8IW41	NM_139078	2
Q8IWA0	NM_001303096	1
Q8IWA0	NM_032168	2
Q8IWB6	NM_001201457	1
Q8IWB6	NM_031272	4
Q8IWB6	NM_198393	3
Q8IWQ3	NM_001256627	1
Q8IWQ3	NM_001256629	1
Q8IWQ3	NM_001256630	1
Q8IWQ3	NM_001282218	1
Q8IWQ3	NM_003957	3
Q8IWR0	NM_014153	3
Q8IWR0	XM_006720877	2
Q8IWR0	XM_011522463	1
Q8IWS0	NM_001015877	1
Q8IWS0	NM_032335	3
Q8IWS0	NM_032458	2
Q8IWT6	NM_001127244	1
Q8IWT6	NM_001127245	1
Q8IWT6	NM_019594	3
Q8IWT6	XM_005252095	2
Q8IWT6	XM_005252096	3
Q8IWT6	XM_006717186	2
Q8IWT6	XM_011518863	1
Q8IWT6	XM_011518864	2
Q8IWT6	XM_011518865	2
Q8IWU2	NM_014916	3
Q8IWZ3	NM_001197030	1
Q8IWZ3	NM_017747	2
Q8IWZ3	NM_017978	2
Q8IWZ3	NM_020690	5
Q8IWZ3	NM_024668	3
Q8IWZ6	NM_018190	3
Q8IWZ6	NM_176824	2
Q8IX01	NM_001017392	4
Q8IX01	NM_001321697	1
Q8IX01	NM_014884	4
Q8IX01	XM_017026137	1
Q8IX12	NM_001282959	1
Q8IX12	NM_001282960	1
Q8IX12	NM_018237	3
Q8IXI1	NM_138769	2
Q8IXI2	NM_001033566	2
Q8IXI2	NM_001033567	2
Q8IXI2	NM_001033568	2
Q8IXI2	NM_001288754	1
Q8IXI2	NM_001288755	1
Q8IXI2	NM_001288758	1
Q8IXI2	NM_018307	4
Q8IXJ6	NM_001193286	1
Q8IXJ6	NM_012237	3
Q8IXJ6	NM_030593	2
Q8IXJ6	XM_006723111	1
Q8IXJ6	XM_011526654	1
Q8IXJ6	XM_011526655	1
Q8IXK0	NM_004427	3
Q8IXK0	NM_198040	2
Q8IXK0	XM_005270570	1
Q8IXK0	XM_017000516	1
Q8IXK0	XM_017000517	1
